Launch Safari 5.1.7534.50 Un-installer, 1.66993281554009, 119.765297225635
Un-install Safari 5.1.7534.50, 20.9160536435439, 9.5620332309548
Total Runtime,23.6871546077507

Launch Safari 5.1.7534.50 Un-installer, 0.687538538503601, 290.892784621633
Un-install Safari 5.1.7534.50, 12.1172607327808, 16.5053805815155
Total Runtime,13.9907322811851

Launch Safari 5.1.7534.50 Un-installer, 0.633127475275476, 315.8921509653
Un-install Safari 5.1.7534.50, 10.3304138171271, 19.3603086517612
Total Runtime,11.9594302905624

